Scenario ID,Module / Pillar,Scenario Category,Sub-Category / Clinical Phenotype,Surgeon / Actor Role,Pre-Conditions & Clinical Parameters,Execution Action / Trigger,Expected Clinical & System Outcome,Compliance & Clinical Standard,Priority / Risk Level
"SCN-0047","1. Clinical & Oncological Pathways","High-Risk Oncological Surveillance","Gleason 3+3=6 • pT2c • R1 Positive (Bladder Neck)","VK","Baseline Grade Group 1 (3+3=6), Clinical Stage pT2c, Pre-op PSA 4.5-18.0 ng/mL","Surgeon VK performs RALP with Non-Nerve Sparing (Wide Excision) nerve sparing and histology confirms pT2c, R1 Positive (Bladder Neck)","PSA 12M >=0.20 ng/mL (Biochemical Recurrence triggered -> MDT Salvage Radiotherapy review); Potency recovery profile: Low (<15%); BAUS Registry oncological index recorded.","BAUS Radical Prostatectomy Registry & NPCA Oncological Standards","High"
"SCN-0048","1. Clinical & Oncological Pathways","High-Risk Oncological Surveillance","Gleason 3+3=6 • pT2c • R1 Positive (Bladder Neck)","VK","Baseline Grade Group 1 (3+3=6), Clinical Stage pT2c, Pre-op PSA 4.5-18.0 ng/mL","Surgeon VK performs RALP with Partial Left / Sparing Right nerve sparing and histology confirms pT2c, R1 Positive (Bladder Neck)","PSA 12M >=0.20 ng/mL (Biochemical Recurrence triggered -> MDT Salvage Radiotherapy review); Potency recovery profile: Moderate (50%); BAUS Registry oncological index recorded.","BAUS Radical Prostatectomy Registry & NPCA Oncological Standards","High"
"SCN-0049","1. Clinical & Oncological Pathways","High-Risk Oncological Surveillance","Gleason 3+3=6 • pT3a • R0 Negative","VK","Baseline Grade Group 1 (3+3=6), Clinical Stage pT3a, Pre-op PSA 4.5-18.0 ng/mL","Surgeon VK performs RALP with Bilateral Intrafascial (5/5) nerve sparing and histology confirms pT3a, R0 Negative","PSA 12M >=0.20 ng/mL (Biochemical Recurrence triggered -> MDT Salvage Radiotherapy review); Potency recovery profile: High (80-90%); BAUS Registry oncological index recorded.","BAUS Radical Prostatectomy Registry & NPCA Oncological Standards","High"
"SCN-0050","1. Clinical & Oncological Pathways","High-Risk Oncological Surveillance","Gleason 3+3=6 • pT3a • R0 Negative","VK","Baseline Grade Group 1 (3+3=6), Clinical Stage pT3a, Pre-op PSA 4.5-18.0 ng/mL","Surgeon VK performs RALP with Unilateral Interfascial (3/5) nerve sparing and histology confirms pT3a, R0 Negative","PSA 12M >=0.20 ng/mL (Biochemical Recurrence triggered -> MDT Salvage Radiotherapy review); Potency recovery profile: Moderate (45-60%); BAUS Registry oncological index recorded.","BAUS Radical Prostatectomy Registry & NPCA Oncological Standards","High"
"SCN-0051","1. Clinical & Oncological Pathways","High-Risk Oncological Surveillance","Gleason 3+3=6 • pT3a • R0 Negative","VK","Baseline Grade Group 1 (3+3=6), Clinical Stage pT3a, Pre-op PSA 4.5-18.0 ng/mL","Surgeon VK performs RALP with Non-Nerve Sparing (Wide Excision) nerve sparing and histology confirms pT3a, R0 Negative","PSA 12M >=0.20 ng/mL (Biochemical Recurrence triggered -> MDT Salvage Radiotherapy review); Potency recovery profile: Low (<15%); BAUS Registry oncological index recorded.","BAUS Radical Prostatectomy Registry & NPCA Oncological Standards","High"
"SCN-0052","1. Clinical & Oncological Pathways","High-Risk Oncological Surveillance","Gleason 3+3=6 • pT3a • R0 Negative","VK","Baseline Grade Group 1 (3+3=6), Clinical Stage pT3a, Pre-op PSA 4.5-18.0 ng/mL","Surgeon VK performs RALP with Partial Left / Sparing Right nerve sparing and histology confirms pT3a, R0 Negative","PSA 12M >=0.20 ng/mL (Biochemical Recurrence triggered -> MDT Salvage Radiotherapy review); Potency recovery profile: Moderate (50%); BAUS Registry oncological index recorded.","BAUS Radical Prostatectomy Registry & NPCA Oncological Standards","High"
"SCN-0053","1. Clinical & Oncological Pathways","High-Risk Oncological Surveillance","Gleason 3+3=6 • pT3a • R1 Positive (Apical)","VK","Baseline Grade Group 1 (3+3=6), Clinical Stage pT3a, Pre-op PSA 4.5-18.0 ng/mL","Surgeon VK performs RALP with Bilateral Intrafascial (5/5) nerve sparing and histology confirms pT3a, R1 Positive (Apical)","PSA 12M >=0.20 ng/mL (Biochemical Recurrence triggered -> MDT Salvage Radiotherapy review); Potency recovery profile: High (80-90%); BAUS Registry oncological index recorded.","BAUS Radical Prostatectomy Registry & NPCA Oncological Standards","High"
"SCN-0054","1. Clinical & Oncological Pathways","High-Risk Oncological Surveillance","Gleason 3+3=6 • pT3a • R1 Positive (Apical)","VK","Baseline Grade Group 1 (3+3=6), Clinical Stage pT3a, Pre-op PSA 4.5-18.0 ng/mL","Surgeon VK performs RALP with Unilateral Interfascial (3/5) nerve sparing and histology confirms pT3a, R1 Positive (Apical)","PSA 12M >=0.20 ng/mL (Biochemical Recurrence triggered -> MDT Salvage Radiotherapy review); Potency recovery profile: Moderate (45-60%); BAUS Registry oncological index recorded.","BAUS Radical Prostatectomy Registry & NPCA Oncological Standards","High"
"SCN-0055","1. Clinical & Oncological Pathways","High-Risk Oncological Surveillance","Gleason 3+3=6 • pT3a • R1 Positive (Apical)","VK","Baseline Grade Group 1 (3+3=6), Clinical Stage pT3a, Pre-op PSA 4.5-18.0 ng/mL","Surgeon VK performs RALP with Non-Nerve Sparing (Wide Excision) nerve sparing and histology confirms pT3a, R1 Positive (Apical)","PSA 12M >=0.20 ng/mL (Biochemical Recurrence triggered -> MDT Salvage Radiotherapy review); Potency recovery profile: Low (<15%); BAUS Registry oncological index recorded.","BAUS Radical Prostatectomy Registry & NPCA Oncological Standards","High"
"SCN-0056","1. Clinical & Oncological Pathways","High-Risk Oncological Surveillance","Gleason 3+3=6 • pT3a • R1 Positive (Apical)","VK","Baseline Grade Group 1 (3+3=6), Clinical Stage pT3a, Pre-op PSA 4.5-18.0 ng/mL","Surgeon VK performs RALP with Partial Left / Sparing Right nerve sparing and histology confirms pT3a, R1 Positive (Apical)","PSA 12M >=0.20 ng/mL (Biochemical Recurrence triggered -> MDT Salvage Radiotherapy review); Potency recovery profile: Moderate (50%); BAUS Registry oncological index recorded.","BAUS Radical Prostatectomy Registry & NPCA Oncological Standards","High"
"SCN-0057","1. Clinical & Oncological Pathways","High-Risk Oncological Surveillance","Gleason 3+3=6 • pT3a • R1 Positive (Posterolateral)","VK","Baseline Grade Group 1 (3+3=6), Clinical Stage pT3a, Pre-op PSA 4.5-18.0 ng/mL","Surgeon VK performs RALP with Bilateral Intrafascial (5/5) nerve sparing and histology confirms pT3a, R1 Positive (Posterolateral)","PSA 12M >=0.20 ng/mL (Biochemical Recurrence triggered -> MDT Salvage Radiotherapy review); Potency recovery profile: High (80-90%); BAUS Registry oncological index recorded.","BAUS Radical Prostatectomy Registry & NPCA Oncological Standards","High"
"SCN-0058","1. Clinical & Oncological Pathways","High-Risk Oncological Surveillance","Gleason 3+3=6 • pT3a • R1 Positive (Posterolateral)","VK","Baseline Grade Group 1 (3+3=6), Clinical Stage pT3a, Pre-op PSA 4.5-18.0 ng/mL","Surgeon VK performs RALP with Unilateral Interfascial (3/5) nerve sparing and histology confirms pT3a, R1 Positive (Posterolateral)","PSA 12M >=0.20 ng/mL (Biochemical Recurrence triggered -> MDT Salvage Radiotherapy review); Potency recovery profile: Moderate (45-60%); BAUS Registry oncological index recorded.","BAUS Radical Prostatectomy Registry & NPCA Oncological Standards","High"
"SCN-0059","1. Clinical & Oncological Pathways","High-Risk Oncological Surveillance","Gleason 3+3=6 • pT3a • R1 Positive (Posterolateral)","VK","Baseline Grade Group 1 (3+3=6), Clinical Stage pT3a, Pre-op PSA 4.5-18.0 ng/mL","Surgeon VK performs RALP with Non-Nerve Sparing (Wide Excision) nerve sparing and histology confirms pT3a, R1 Positive (Posterolateral)","PSA 12M >=0.20 ng/mL (Biochemical Recurrence triggered -> MDT Salvage Radiotherapy review); Potency recovery profile: Low (<15%); BAUS Registry oncological index recorded.","BAUS Radical Prostatectomy Registry & NPCA Oncological Standards","High"
"SCN-0060","1. Clinical & Oncological Pathways","High-Risk Oncological Surveillance","Gleason 3+3=6 • pT3a • R1 Positive (Posterolateral)","VK","Baseline Grade Group 1 (3+3=6), Clinical Stage pT3a, Pre-op PSA 4.5-18.0 ng/mL","Surgeon VK performs RALP with Partial Left / Sparing Right nerve sparing and histology confirms pT3a, R1 Positive (Posterolateral)","PSA 12M >=0.20 ng/mL (Biochemical Recurrence triggered -> MDT Salvage Radiotherapy review); Potency recovery profile: Moderate (50%); BAUS Registry oncological index recorded.","BAUS Radical Prostatectomy Registry & NPCA Oncological Standards","High"
"SCN-0061","1. Clinical & Oncological Pathways","High-Risk Oncological Surveillance","Gleason 3+3=6 • pT3a • R1 Positive (Bladder Neck)","VK","Baseline Grade Group 1 (3+3=6), Clinical Stage pT3a, Pre-op PSA 4.5-18.0 ng/mL","Surgeon VK performs RALP with Bilateral Intrafascial (5/5) nerve sparing and histology confirms pT3a, R1 Positive (Bladder Neck)","PSA 12M >=0.20 ng/mL (Biochemical Recurrence triggered -> MDT Salvage Radiotherapy review); Potency recovery profile: High (80-90%); BAUS Registry oncological index recorded.","BAUS Radical Prostatectomy Registry & NPCA Oncological Standards","High"
"SCN-0062","1. Clinical & Oncological Pathways","High-Risk Oncological Surveillance","Gleason 3+3=6 • pT3a • R1 Positive (Bladder Neck)","VK","Baseline Grade Group 1 (3+3=6), Clinical Stage pT3a, Pre-op PSA 4.5-18.0 ng/mL","Surgeon VK performs RALP with Unilateral Interfascial (3/5) nerve sparing and histology confirms pT3a, R1 Positive (Bladder Neck)","PSA 12M >=0.20 ng/mL (Biochemical Recurrence triggered -> MDT Salvage Radiotherapy review); Potency recovery profile: Moderate (45-60%); BAUS Registry oncological index recorded.","BAUS Radical Prostatectomy Registry & NPCA Oncological Standards","High"
"SCN-0063","1. Clinical & Oncological Pathways","High-Risk Oncological Surveillance","Gleason 3+3=6 • pT3a • R1 Positive (Bladder Neck)","VK","Baseline Grade Group 1 (3+3=6), Clinical Stage pT3a, Pre-op PSA 4.5-18.0 ng/mL","Surgeon VK performs RALP with Non-Nerve Sparing (Wide Excision) nerve sparing and histology confirms pT3a, R1 Positive (Bladder Neck)","PSA 12M >=0.20 ng/mL (Biochemical Recurrence triggered -> MDT Salvage Radiotherapy review); Potency recovery profile: Low (<15%); BAUS Registry oncological index recorded.","BAUS Radical Prostatectomy Registry & NPCA Oncological Standards","High"
"SCN-0064","1. Clinical & Oncological Pathways","High-Risk Oncological Surveillance","Gleason 3+3=6 • pT3a • R1 Positive (Bladder Neck)","VK","Baseline Grade Group 1 (3+3=6), Clinical Stage pT3a, Pre-op PSA 4.5-18.0 ng/mL","Surgeon VK performs RALP with Partial Left / Sparing Right nerve sparing and histology confirms pT3a, R1 Positive (Bladder Neck)","PSA 12M >=0.20 ng/mL (Biochemical Recurrence triggered -> MDT Salvage Radiotherapy review); Potency recovery profile: Moderate (50%); BAUS Registry oncological index recorded.","BAUS Radical Prostatectomy Registry & NPCA Oncological Standards","High"
"SCN-0065","1. Clinical & Oncological Pathways","High-Risk Oncological Surveillance","Gleason 3+3=6 • pT3b • R0 Negative","VK","Baseline Grade Group 1 (3+3=6), Clinical Stage pT3b, Pre-op PSA 4.5-18.0 ng/mL","Surgeon VK performs RALP with Bilateral Intrafascial (5/5) nerve sparing and histology confirms pT3b, R0 Negative","PSA 12M >=0.20 ng/mL (Biochemical Recurrence triggered -> MDT Salvage Radiotherapy review); Potency recovery profile: High (80-90%); BAUS Registry oncological index recorded.","BAUS Radical Prostatectomy Registry & NPCA Oncological Standards","High"
"SCN-0066","1. Clinical & Oncological Pathways","High-Risk Oncological Surveillance","Gleason 3+3=6 • pT3b • R0 Negative","VK","Baseline Grade Group 1 (3+3=6), Clinical Stage pT3b, Pre-op PSA 4.5-18.0 ng/mL","Surgeon VK performs RALP with Unilateral Interfascial (3/5) nerve sparing and histology confirms pT3b, R0 Negative","PSA 12M >=0.20 ng/mL (Biochemical Recurrence triggered -> MDT Salvage Radiotherapy review); Potency recovery profile: Moderate (45-60%); BAUS Registry oncological index recorded.","BAUS Radical Prostatectomy Registry & NPCA Oncological Standards","High"
"SCN-0067","1. Clinical & Oncological Pathways","High-Risk Oncological Surveillance","Gleason 3+3=6 • pT3b • R0 Negative","VK","Baseline Grade Group 1 (3+3=6), Clinical Stage pT3b, Pre-op PSA 4.5-18.0 ng/mL","Surgeon VK performs RALP with Non-Nerve Sparing (Wide Excision) nerve sparing and histology confirms pT3b, R0 Negative","PSA 12M >=0.20 ng/mL (Biochemical Recurrence triggered -> MDT Salvage Radiotherapy review); Potency recovery profile: Low (<15%); BAUS Registry oncological index recorded.","BAUS Radical Prostatectomy Registry & NPCA Oncological Standards","High"
"SCN-0068","1. Clinical & Oncological Pathways","High-Risk Oncological Surveillance","Gleason 3+3=6 • pT3b • R0 Negative","VK","Baseline Grade Group 1 (3+3=6), Clinical Stage pT3b, Pre-op PSA 4.5-18.0 ng/mL","Surgeon VK performs RALP with Partial Left / Sparing Right nerve sparing and histology confirms pT3b, R0 Negative","PSA 12M >=0.20 ng/mL (Biochemical Recurrence triggered -> MDT Salvage Radiotherapy review); Potency recovery profile: Moderate (50%); BAUS Registry oncological index recorded.","BAUS Radical Prostatectomy Registry & NPCA Oncological Standards","High"
"SCN-0069","1. Clinical & Oncological Pathways","High-Risk Oncological Surveillance","Gleason 3+3=6 • pT3b • R1 Positive (Apical)","VK","Baseline Grade Group 1 (3+3=6), Clinical Stage pT3b, Pre-op PSA 4.5-18.0 ng/mL","Surgeon VK performs RALP with Bilateral Intrafascial (5/5) nerve sparing and histology confirms pT3b, R1 Positive (Apical)","PSA 12M >=0.20 ng/mL (Biochemical Recurrence triggered -> MDT Salvage Radiotherapy review); Potency recovery profile: High (80-90%); BAUS Registry oncological index recorded.","BAUS Radical Prostatectomy Registry & NPCA Oncological Standards","High"
"SCN-0070","1. Clinical & Oncological Pathways","High-Risk Oncological Surveillance","Gleason 3+3=6 • pT3b • R1 Positive (Apical)","VK","Baseline Grade Group 1 (3+3=6), Clinical Stage pT3b, Pre-op PSA 4.5-18.0 ng/mL","Surgeon VK performs RALP with Unilateral Interfascial (3/5) nerve sparing and histology confirms pT3b, R1 Positive (Apical)","PSA 12M >=0.20 ng/mL (Biochemical Recurrence triggered -> MDT Salvage Radiotherapy review); Potency recovery profile: Moderate (45-60%); BAUS Registry oncological index recorded.","BAUS Radical Prostatectomy Registry & NPCA Oncological Standards","High"
"SCN-0071","1. Clinical & Oncological Pathways","High-Risk Oncological Surveillance","Gleason 3+3=6 • pT3b • R1 Positive (Apical)","VK","Baseline Grade Group 1 (3+3=6), Clinical Stage pT3b, Pre-op PSA 4.5-18.0 ng/mL","Surgeon VK performs RALP with Non-Nerve Sparing (Wide Excision) nerve sparing and histology confirms pT3b, R1 Positive (Apical)","PSA 12M >=0.20 ng/mL (Biochemical Recurrence triggered -> MDT Salvage Radiotherapy review); Potency recovery profile: Low (<15%); BAUS Registry oncological index recorded.","BAUS Radical Prostatectomy Registry & NPCA Oncological Standards","High"
"SCN-0072","1. Clinical & Oncological Pathways","High-Risk Oncological Surveillance","Gleason 3+3=6 • pT3b • R1 Positive (Apical)","VK","Baseline Grade Group 1 (3+3=6), Clinical Stage pT3b, Pre-op PSA 4.5-18.0 ng/mL","Surgeon VK performs RALP with Partial Left / Sparing Right nerve sparing and histology confirms pT3b, R1 Positive (Apical)","PSA 12M >=0.20 ng/mL (Biochemical Recurrence triggered -> MDT Salvage Radiotherapy review); Potency recovery profile: Moderate (50%); BAUS Registry oncological index recorded.","BAUS Radical Prostatectomy Registry & NPCA Oncological Standards","High"
"SCN-0073","1. Clinical & Oncological Pathways","High-Risk Oncological Surveillance","Gleason 3+3=6 • pT3b • R1 Positive (Posterolateral)","VK","Baseline Grade Group 1 (3+3=6), Clinical Stage pT3b, Pre-op PSA 4.5-18.0 ng/mL","Surgeon VK performs RALP with Bilateral Intrafascial (5/5) nerve sparing and histology confirms pT3b, R1 Positive (Posterolateral)","PSA 12M >=0.20 ng/mL (Biochemical Recurrence triggered -> MDT Salvage Radiotherapy review); Potency recovery profile: High (80-90%); BAUS Registry oncological index recorded.","BAUS Radical Prostatectomy Registry & NPCA Oncological Standards","High"
"SCN-0074","1. Clinical & Oncological Pathways","High-Risk Oncological Surveillance","Gleason 3+3=6 • pT3b • R1 Positive (Posterolateral)","VK","Baseline Grade Group 1 (3+3=6), Clinical Stage pT3b, Pre-op PSA 4.5-18.0 ng/mL","Surgeon VK performs RALP with Unilateral Interfascial (3/5) nerve sparing and histology confirms pT3b, R1 Positive (Posterolateral)","PSA 12M >=0.20 ng/mL (Biochemical Recurrence triggered -> MDT Salvage Radiotherapy review); Potency recovery profile: Moderate (45-60%); BAUS Registry oncological index recorded.","BAUS Radical Prostatectomy Registry & NPCA Oncological Standards","High"
"SCN-0075","1. Clinical & Oncological Pathways","High-Risk Oncological Surveillance","Gleason 3+3=6 • pT3b • R1 Positive (Posterolateral)","VK","Baseline Grade Group 1 (3+3=6), Clinical Stage pT3b, Pre-op PSA 4.5-18.0 ng/mL","Surgeon VK performs RALP with Non-Nerve Sparing (Wide Excision) nerve sparing and histology confirms pT3b, R1 Positive (Posterolateral)","PSA 12M >=0.20 ng/mL (Biochemical Recurrence triggered -> MDT Salvage Radiotherapy review); Potency recovery profile: Low (<15%); BAUS Registry oncological index recorded.","BAUS Radical Prostatectomy Registry & NPCA Oncological Standards","High"
"SCN-0076","1. Clinical & Oncological Pathways","High-Risk Oncological Surveillance","Gleason 3+3=6 • pT3b • R1 Positive (Posterolateral)","VK","Baseline Grade Group 1 (3+3=6), Clinical Stage pT3b, Pre-op PSA 4.5-18.0 ng/mL","Surgeon VK performs RALP with Partial Left / Sparing Right nerve sparing and histology confirms pT3b, R1 Positive (Posterolateral)","PSA 12M >=0.20 ng/mL (Biochemical Recurrence triggered -> MDT Salvage Radiotherapy review); Potency recovery profile: Moderate (50%); BAUS Registry oncological index recorded.","BAUS Radical Prostatectomy Registry & NPCA Oncological Standards","High"
